Classe;Idade;Sexo;Sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Masculino;Não sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Sobreviveu
Primeira;adulto;Feminino;Não sobreviveu
Primeira;adulto;Feminino;Não sobreviveu
Primeira;adulto;Feminino;Não sobreviveu
Primeira;adulto;Feminino;Não sobreviveu
Primeira;criança;Masculino;Sobreviveu
Primeira;criança;Masculino;Sobreviveu
Primeira;criança;Masculino;Sobreviveu
Primeira;criança;Masculino;Sobreviveu
Primeira;criança;Masculino;Sobreviveu
Primeira;criança;Feminino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Masculino;Não sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;adulto;Feminino;Não sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Masculino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Segunda;criança;Feminino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
Terceira;adulto;Masculino;Sobreviveu
